Job Number,Angle,Total Shots,000,001,010,011,100,101,110,111,Bobs Fidelity,Eves Fidelity
2797fee0-17d3-499b-8790-4aba77d5ea95,0.6651216459823033,100,3,0,2,59,3,26,6,1,0.86,0.68
341188ad-ff74-4ab5-9fb4-75b159adfc09,0.6769750459114295,100,1,0,3,52,2,28,10,4,0.84,0.69
7d1093f7-26c1-4fd4-99ac-b324e65a649f,0.6894790790357138,100,2,1,5,53,3,23,11,2,0.79,0.71
79f6bb97-df07-4a26-8749-4eb3073b8f5f,0.7097580278038773,100,4,0,3,56,0,28,4,5,0.89,0.68
fa54f127-b360-4b11-a85d-860b36a1cc2a,0.7102512228736442,100,2,0,4,44,3,37,9,1,0.82,0.58
e7f071f7-3730-4dc5-a7d3-1de8d8a7c9ea,0.717595760006612,100,6,1,1,54,4,26,6,2,0.83,0.63
cd5b6518-3a50-4cb7-a4a5-c1ec94252332,0.7229588305568482,100,3,2,4,50,2,31,3,5,0.88,0.62
fc3084db-8223-475c-9f46-87abf7a5ddcc,0.733498686533955,100,1,2,4,50,3,32,5,3,0.87,0.62
3f67f45b-9855-4450-b760-f7c1b87c6f74,0.7453864838196558,100,3,4,2,49,3,31,6,2,0.86,0.59
6e317847-557a-4627-99d4-094b831a729a,0.7700890377453068,100,0,2,1,47,4,37,5,4,0.9,0.57
5349a5b4-9da6-40d9-87a5-63ae5d3c6509,0.7733652377495608,100,3,0,2,50,2,37,5,1,0.88,0.58
f63c89e0-0bd1-4001-b1ba-7553acf48bf5,0.7784548069472459,100,1,2,1,45,1,46,3,1,0.94,0.5
b6635577-ef55-4bb9-8f4a-97352620c7e2,0.7807202349546495,100,4,2,4,45,5,35,4,1,0.83,0.54
